condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,DIFF,RATIO,ABS ERROR,Avg.underest.(percentage)
2-Control-FR,ia,0.96,750-1100 MS.,,0.53,-0.43,0.55,-0.45,0.45
2-Control-FR,ia,0.65,350-750 MS.,,0.25,-0.41,0.38,-0.62,0.62
2-Control-FR,ia,0.2,0-350 MS.,,0.16,-0.04,0.79,-0.21,0.21
2-Control-FR,ia,0.86,750-1100 MS.,,0.54,-0.33,0.62,-0.38,0.38
2-Control-FR,ia,0.41,350-750 MS.,,0.46,0.06,1.14,0.14,-0.14
2-Control-FR,ia,0.3,0-350 MS.,,0.35,0.05,1.16,0.16,-0.16
2-Control-FR,ia,0.66,350-750 MS.,,0.37,-0.29,0.56,-0.44,0.44
2-Control-FR,ia,1.04,750-1100 MS.,,0.39,-0.65,0.38,-0.62,0.62
2-Control-FR,ia,0.2,0-350 MS.,,0.15,-0.05,0.75,-0.25,0.25
2-Control-FR,ia,0.29,0-350 MS.,,0.13,-0.16,0.44,-0.56,0.56
2-Control-FR,ia,1.06,750-1100 MS.,,0.5,-0.56,0.48,-0.52,0.52
2-Control-FR,ia,0.62,350-750 MS.,,0.46,-0.17,0.73,-0.27,0.27
2-Control-FR,ia,0.8,750-1100 MS.,,0.51,-0.29,0.64,-0.36,0.36
2-Control-FR,ia,0.94,750-1100 MS.,,0.28,-0.66,0.3,-0.7,0.7
2-Control-FR,ia,0.86,750-1100 MS.,,0.42,-0.44,0.49,-0.51,0.51
2-Control-FR,ia,0.04,0-350 MS.,,0.18,0.15,4.95,3.95,-3.95
2-Control-FR,ia,0.14,0-350 MS.,,0.13,-0.01,0.95,-0.05,0.05
2-Control-FR,ia,1.09,750-1100 MS.,,0.73,-0.36,0.67,-0.33,0.33
2-Control-FR,ia,0.1,0-350 MS.,,0.21,0.11,2.12,1.12,-1.12
2-Control-FR,ia,0.95,750-1100 MS.,,0.51,-0.44,0.54,-0.46,0.46
2-Control-FR,ia,0.58,350-750 MS.,,0.42,-0.16,0.73,-0.27,0.27
2-Control-FR,ia,0.51,350-750 MS.,,0.26,-0.24,0.52,-0.48,0.48
2-Control-FR,ia,0.93,750-1100 MS.,,0.47,-0.45,0.51,-0.49,0.49
2-Control-FR,ia,0.66,350-750 MS.,,0.42,-0.24,0.64,-0.36,0.36
2-Control-FR,ia,0.39,350-750 MS.,,0.42,0.03,1.09,0.09,-0.09
2-Control-FR,ia,0.91,750-1100 MS.,,0.18,-0.73,0.2,-0.8,0.8
2-Control-FR,ia,0.64,350-750 MS.,,0.24,-0.4,0.38,-0.62,0.62
2-Control-FR,ia,1.02,750-1100 MS.,,0.61,-0.41,0.6,-0.4,0.4
2-Control-FR,ia,0.27,0-350 MS.,,0.42,0.16,1.59,0.59,-0.59
2-Control-FR,ia,0.46,350-750 MS.,,0.62,0.16,1.34,0.34,-0.34
2-Control-FR,ia,0.09,0-350 MS.,,0.22,0.13,2.49,1.49,-1.49
2-Control-FR,ia,0.33,0-350 MS.,,0.16,-0.17,0.48,-0.52,0.52
2-Control-FR,ia,0.52,350-750 MS.,,0.35,-0.17,0.67,-0.33,0.33
2-Control-FR,ia,0.04,0-350 MS.,,0.14,0.11,3.9,2.9,-2.9
2-Control-FR,ia,0.1,0-350 MS.,,0.18,0.08,1.8,0.8,-0.8
2-Control-FR,ia,0.04,0-350 MS.,,0.13,0.09,3.24,2.24,-2.24
2-Control-FR,mae,0.86,750-1100 MS.,,0.19,-0.67,0.22,-0.78,0.78
2-Control-FR,mae,0.2,0-350 MS.,,0.06,-0.14,0.31,-0.69,0.69
2-Control-FR,mae,0.94,750-1100 MS.,,0.38,-0.55,0.41,-0.59,0.59
2-Control-FR,mae,0.96,750-1100 MS.,,0.5,-0.46,0.53,-0.47,0.47
2-Control-FR,mae,0.86,750-1100 MS.,,0.55,-0.31,0.64,-0.36,0.36
2-Control-FR,mae,0.3,0-350 MS.,,0.25,-0.06,0.82,-0.18,0.18
2-Control-FR,mae,1.04,750-1100 MS.,,0.74,-0.29,0.72,-0.28,0.28
2-Control-FR,mae,0.65,350-750 MS.,,0.34,-0.31,0.53,-0.47,0.47
2-Control-FR,mae,1.02,750-1100 MS.,,0.56,-0.46,0.55,-0.45,0.45
2-Control-FR,mae,0.2,0-350 MS.,,0.18,-0.03,0.87,-0.13,0.13
2-Control-FR,mae,0.62,350-750 MS.,,0.59,-0.03,0.95,-0.05,0.05
2-Control-FR,mae,0.04,0-350 MS.,,0.09,0.05,2.23,1.23,-1.23
2-Control-FR,mae,0.66,350-750 MS.,,0.63,-0.03,0.96,-0.04,0.04
2-Control-FR,mae,0.31,0-350 MS.,,0.5,0.2,1.64,0.64,-0.64
2-Control-FR,mae,0.9,750-1100 MS.,,0.77,-0.13,0.86,-0.14,0.14
2-Control-FR,mae,0.33,0-350 MS.,,0.43,0.1,1.3,0.3,-0.3
2-Control-FR,mae,0.52,350-750 MS.,,0.48,-0.04,0.92,-0.08,0.08
2-Control-FR,mae,0.1,0-350 MS.,,0.06,-0.04,0.57,-0.43,0.43
2-Control-FR,mae,0.14,0-350 MS.,,0.2,0.06,1.48,0.48,-0.48
2-Control-FR,mae,0.95,750-1100 MS.,,0.77,-0.18,0.81,-0.19,0.19
2-Control-FR,mae,0.91,750-1100 MS.,,0.78,-0.13,0.86,-0.14,0.14
2-Control-FR,mae,0.1,0-350 MS.,,0.08,-0.02,0.78,-0.22,0.22
2-Control-FR,mae,0.5,350-750 MS.,,0.51,0.02,1.03,0.03,-0.03
2-Control-FR,mae,0.95,750-1100 MS.,,0.69,-0.26,0.73,-0.27,0.27
2-Control-FR,mae,0.66,350-750 MS.,,0.5,-0.16,0.76,-0.24,0.24
2-Control-FR,mae,1.06,750-1100 MS.,,0.82,-0.24,0.77,-0.23,0.23
2-Control-FR,mae,1.08,750-1100 MS.,,0.88,-0.2,0.81,-0.19,0.19
2-Control-FR,mae,0.04,0-350 MS.,,0.06,0.02,1.52,0.52,-0.52
2-Control-FR,mae,0.86,750-1100 MS.,,0.82,-0.05,0.95,-0.05,0.05
2-Control-FR,mae,0.39,350-750 MS.,,0.59,0.2,1.52,0.52,-0.52
2-Control-FR,mae,0.51,350-750 MS.,,0.7,0.19,1.37,0.37,-0.37
2-Control-FR,mae,0.13,0-350 MS.,,0.14,0.01,1.07,0.07,-0.07
2-Control-FR,mae,1.01,750-1100 MS.,,0.82,-0.19,0.81,-0.19,0.19
2-Control-FR,mae,0.13,0-350 MS.,,0.1,-0.02,0.83,-0.17,0.17
2-Control-FR,mae,0.29,0-350 MS.,,0.11,-0.18,0.39,-0.61,0.61
2-Control-FR,mae,0.41,350-750 MS.,,0.38,-0.02,0.94,-0.06,0.06
2-Control-FR,mae,0.09,0-350 MS.,,0.07,-0.02,0.8,-0.2,0.2
2-Control-FR,mae,0.04,0-350 MS.,,0.06,0.03,1.72,0.72,-0.72
2-Control-FR,mae,0.19,0-350 MS.,,0.24,0.05,1.25,0.25,-0.25
2-Control-FR,mae,0.3,0-350 MS.,,0.35,0.06,1.19,0.19,-0.19
2-Control-FR,mae,0.08,0-350 MS.,,0.06,-0.01,0.81,-0.19,0.19
2-Control-FR,mae,0.58,350-750 MS.,,0.55,-0.03,0.95,-0.05,0.05
2-Control-FR,mae,0.64,350-750 MS.,,0.62,-0.02,0.98,-0.02,0.02
2-Control-FR,mae,0.93,750-1100 MS.,,0.89,-0.04,0.96,-0.04,0.04
2-Control-FR,mae,0.46,350-750 MS.,,0.51,0.05,1.11,0.11,-0.11
2-Control-FR,mae,0.8,750-1100 MS.,,0.71,-0.09,0.89,-0.11,0.11
2-Control-FR,mae,1.09,750-1100 MS.,,0.86,-0.23,0.79,-0.21,0.21
2-Control-FR,mae,0.1,0-350 MS.,,0.09,-0.01,0.9,-0.1,0.1
2-Control-FR,mae,0.27,0-350 MS.,,0.07,-0.19,0.27,-0.73,0.73
2-Control-FR,mae,0.39,350-750 MS.,,0.57,0.18,1.45,0.45,-0.45
2-Control-FR,ot,0.46,350-750 MS.,,0.44,-0.02,0.95,-0.05,0.05
2-Control-FR,ot,0.9,750-1100 MS.,,0.68,-0.22,0.76,-0.24,0.24
2-Control-FR,ot,0.1,0-350 MS.,,0.18,0.09,1.88,0.88,-0.88
2-Control-FR,ot,0.93,750-1100 MS.,,0.66,-0.26,0.72,-0.28,0.28
2-Control-FR,ot,0.1,0-350 MS.,,0.27,0.17,2.77,1.77,-1.77
2-Control-FR,ot,0.94,750-1100 MS.,,0.78,-0.16,0.83,-0.17,0.17
2-Control-FR,ot,1.09,750-1100 MS.,,1,-0.09,0.92,-0.08,0.08
2-Control-FR,ot,0.14,0-350 MS.,,0.34,0.21,2.54,1.54,-1.54
2-Control-FR,ot,0.66,350-750 MS.,,0.58,-0.08,0.87,-0.13,0.13
2-Control-FR,ot,1.02,750-1100 MS.,,0.76,-0.26,0.75,-0.25,0.25
2-Control-FR,ot,0.3,0-350 MS.,,0.49,0.19,1.64,0.64,-0.64
2-Control-FR,ot,0.2,0-350 MS.,,0.27,0.07,1.34,0.34,-0.34
2-Control-FR,ot,0.5,350-750 MS.,,0.27,-0.22,0.55,-0.45,0.45
2-Control-FR,ot,0.27,0-350 MS.,,0.21,-0.06,0.78,-0.22,0.22
2-Control-FR,ot,0.1,0-350 MS.,,0.12,0.02,1.17,0.17,-0.17
2-Control-FR,ot,0.09,0-350 MS.,,0.11,0.02,1.24,0.24,-0.24
2-Control-FR,ot,0.64,350-750 MS.,,0.67,0.03,1.05,0.05,-0.05
2-Control-FR,ot,0.13,0-350 MS.,,0.21,0.08,1.66,0.66,-0.66
2-Control-FR,ot,0.19,0-350 MS.,,0.25,0.06,1.29,0.29,-0.29
2-Control-FR,ot,0.08,0-350 MS.,,0.18,0.11,2.34,1.34,-1.34
2-Control-FR,ot,1.01,750-1100 MS.,,0.47,-0.53,0.47,-0.53,0.53
2-Control-FR,ot,0.31,0-350 MS.,,0.27,-0.04,0.88,-0.12,0.12
2-Control-FR,ot,0.96,750-1100 MS.,,0.74,-0.22,0.78,-0.22,0.22
2-Control-FR,ot,0.33,0-350 MS.,,0.24,-0.09,0.72,-0.28,0.28
2-Control-FR,ot,0.29,0-350 MS.,,0.25,-0.04,0.86,-0.14,0.14
2-Control-FR,ot,0.3,0-350 MS.,,0.3,0,1,0,0
2-Control-FR,ot,0.39,350-750 MS.,,0.41,0.02,1.05,0.05,-0.05
2-Control-FR,ot,0.86,750-1100 MS.,,0.58,-0.27,0.68,-0.32,0.32
2-Control-FR,ot,0.2,0-350 MS.,,0.25,0.05,1.22,0.22,-0.22
2-Control-FR,ot,0.39,350-750 MS.,,0.28,-0.11,0.71,-0.29,0.29
2-Control-FR,ot,1.08,750-1100 MS.,,0.66,-0.43,0.61,-0.39,0.39
2-Control-FR,ot,0.04,0-350 MS.,,0.14,0.11,3.9,2.9,-2.9
2-Control-FR,ot,0.52,350-750 MS.,,0.1,-0.42,0.2,-0.8,0.8
2-Control-FR,ot,0.8,750-1100 MS.,,0.33,-0.47,0.41,-0.59,0.59
2-Control-FR,ot,0.91,750-1100 MS.,,0.37,-0.54,0.4,-0.6,0.6
2-Control-FR,ot,0.13,0-350 MS.,,0.14,0.01,1.07,0.07,-0.07
2-Control-FR,ot,0.95,750-1100 MS.,,0.67,-0.28,0.71,-0.29,0.29
2-Control-FR,ot,0.51,350-750 MS.,,0.28,-0.23,0.55,-0.45,0.45
2-Control-FR,ot,0.86,750-1100 MS.,,0.38,-0.49,0.44,-0.56,0.56
2-Control-FR,ot,0.95,750-1100 MS.,,0.46,-0.48,0.49,-0.51,0.51
2-Control-FR,ot,0.65,350-750 MS.,,0.32,-0.33,0.49,-0.51,0.51
2-Control-FR,ot,0.04,0-350 MS.,,0.1,0.07,2.79,1.79,-1.79
2-Control-FR,ot,0.41,350-750 MS.,,0.27,-0.14,0.67,-0.33,0.33
2-Control-FR,ot,0.86,750-1100 MS.,,0.34,-0.52,0.4,-0.6,0.6
2-Control-FR,ot,0.04,0-350 MS.,,0.34,0.3,8.71,7.71,-7.71
2-Control-FR,ot,0.58,350-750 MS.,,0.35,-0.23,0.6,-0.4,0.4
2-Control-FR,ot,1.04,750-1100 MS.,,0.36,-0.68,0.35,-0.65,0.65
2-Control-FR,ot,0.62,350-750 MS.,,0.33,-0.29,0.53,-0.47,0.47
2-Control-FR,ot,0.66,350-750 MS.,,0.33,-0.33,0.5,-0.5,0.5
2-Control-FR,ot,1.06,750-1100 MS.,,0.35,-0.71,0.33,-0.67,0.67
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.42,-0.13,0.76,-0.24,0.24
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.37,-0.18,0.67,-0.33,0.33
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.39,-0.16,0.71,-0.29,0.29
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.52,-0.03,0.95,-0.05,0.05
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.51,-0.04,0.93,-0.07,0.07
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.44,-0.11,0.8,-0.2,0.2
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.3,-0.25,0.54,-0.46,0.46
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.27,-0.28,0.49,-0.51,0.51
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.27,-0.28,0.49,-0.51,0.51
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.27,-0.28,0.49,-0.51,0.51
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.21,-0.34,0.38,-0.62,0.62
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.26,-0.29,0.47,-0.53,0.53
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.37,-0.18,0.67,-0.33,0.33
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.37,-0.18,0.67,-0.33,0.33
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.4,-0.15,0.73,-0.27,0.27
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.46,-0.09,0.83,-0.17,0.17
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.38,-0.17,0.7,-0.3,0.3
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.23,-0.32,0.42,-0.58,0.58
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.22,-0.33,0.39,-0.61,0.61
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.25,-0.3,0.45,-0.55,0.55
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.43,-0.12,0.79,-0.21,0.21
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.46,-0.09,0.83,-0.17,0.17
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.32,-0.23,0.58,-0.42,0.42
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.3,-0.25,0.55,-0.45,0.45
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.38,-0.17,0.7,-0.3,0.3
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.34,-0.21,0.61,-0.39,0.39
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.35,-0.2,0.64,-0.36,0.36
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.34,-0.21,0.61,-0.39,0.39
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.31,-0.24,0.57,-0.43,0.43
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.47,-0.08,0.86,-0.14,0.14
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.41,-0.14,0.74,-0.26,0.26
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.58,0.03,1.05,0.05,-0.05
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.61,0.06,1.11,0.11,-0.11
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.5,-0.05,0.9,-0.1,0.1
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
3-Prediction-FF,ad,0.55,550 MS.,TRUE,0.23,-0.32,0.42,-0.58,0.58
3-Prediction-FF,ad,0.55,550 MS.,FALSE,0.23,-0.32,0.42,-0.58,0.58
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.39,-0.16,0.71,-0.29,0.29
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.47,-0.08,0.86,-0.14,0.14
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.44,-0.11,0.8,-0.2,0.2
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.5,-0.05,0.92,-0.08,0.08
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.49,-0.06,0.89,-0.11,0.11
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.58,0.03,1.06,0.06,-0.06
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.59,0.04,1.08,0.08,-0.08
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.72,0.17,1.31,0.31,-0.31
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.45,-0.1,0.81,-0.19,0.19
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.52,-0.03,0.95,-0.05,0.05
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.5,-0.05,0.9,-0.1,0.1
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.57,0.02,1.03,0.03,-0.03
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.74,0.19,1.35,0.35,-0.35
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.59,0.04,1.08,0.08,-0.08
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.58,0.03,1.05,0.05,-0.05
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.42,-0.13,0.77,-0.23,0.23
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.5,-0.05,0.92,-0.08,0.08
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.51,-0.04,0.93,-0.07,0.07
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.43,-0.12,0.79,-0.21,0.21
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.46,-0.09,0.84,-0.16,0.16
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.62,0.07,1.12,0.12,-0.12
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.55,0,1,0,0
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.65,0.1,1.18,0.18,-0.18
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.55,0,1,0,0
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.62,0.07,1.13,0.13,-0.13
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.52,-0.03,0.95,-0.05,0.05
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.48,-0.07,0.87,-0.13,0.13
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.6,0.05,1.09,0.09,-0.09
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.63,0.08,1.15,0.15,-0.15
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.66,0.11,1.21,0.21,-0.21
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.62,0.07,1.13,0.13,-0.13
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.63,0.08,1.15,0.15,-0.15
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.59,0.04,1.08,0.08,-0.08
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.54,-0.01,0.97,-0.03,0.03
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.58,0.03,1.05,0.05,-0.05
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.65,0.1,1.18,0.18,-0.18
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.6,0.05,1.09,0.09,-0.09
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.49,-0.06,0.89,-0.11,0.11
3-Prediction-FF,ag,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.54,-0.01,0.97,-0.03,0.03
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.58,0.03,1.06,0.06,-0.06
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.6,0.05,1.09,0.09,-0.09
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.6,0.05,1.09,0.09,-0.09
3-Prediction-FF,ag,0.55,550 MS.,FALSE,0.56,0.01,1.02,0.02,-0.02
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.56,0.01,1.02,0.02,-0.02
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.76,0.21,1.38,0.38,-0.38
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.69,0.14,1.25,0.25,-0.25
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.7,0.15,1.28,0.28,-0.28
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.74,0.19,1.34,0.34,-0.34
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.56,0.01,1.02,0.02,-0.02
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.66,0.11,1.19,0.19,-0.19
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.71,0.16,1.29,0.29,-0.29
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.66,0.11,1.21,0.21,-0.21
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.77,0.22,1.4,0.4,-0.4
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.82,0.27,1.5,0.5,-0.5
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.55,0,1,0,0
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.78,0.23,1.43,0.43,-0.43
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.7,0.15,1.27,0.27,-0.27
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.84,0.29,1.53,0.53,-0.53
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.73,0.18,1.32,0.32,-0.32
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.83,0.28,1.51,0.51,-0.51
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.78,0.23,1.41,0.41,-0.41
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.79,0.24,1.44,0.44,-0.44
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.62,0.07,1.12,0.12,-0.12
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.5,-0.05,0.92,-0.08,0.08
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.38,-0.17,0.68,-0.32,0.32
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.55,0,1,0,0
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.78,0.23,1.41,0.41,-0.41
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.68,0.13,1.24,0.24,-0.24
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.79,0.24,1.44,0.44,-0.44
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.77,0.22,1.4,0.4,-0.4
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.78,0.23,1.43,0.43,-0.43
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.55,0,1,0,0
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.79,0.24,1.44,0.44,-0.44
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.81,0.26,1.47,0.47,-0.47
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.83,0.28,1.51,0.51,-0.51
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.54,-0.01,0.99,-0.01,0.01
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.58,0.03,1.05,0.05,-0.05
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.61,0.06,1.11,0.11,-0.11
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.69,0.14,1.25,0.25,-0.25
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.68,0.13,1.24,0.24,-0.24
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.46,-0.09,0.84,-0.16,0.16
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.57,0.02,1.03,0.03,-0.03
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.62,0.07,1.13,0.13,-0.13
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.66,0.11,1.19,0.19,-0.19
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.7,0.15,1.28,0.28,-0.28
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.46,-0.09,0.83,-0.17,0.17
3-Prediction-FF,bs,0.55,550 MS.,TRUE,0.58,0.03,1.05,0.05,-0.05
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.58,0.03,1.05,0.05,-0.05
3-Prediction-FF,bs,0.55,550 MS.,FALSE,0.66,0.11,1.21,0.21,-0.21
3-Prediction-FF,bt,0.55,550 MS.,TRUE,0.58,0.03,1.06,0.06,-0.06
3-Prediction-FF,bt,0.55,550 MS.,TRUE,0.42,-0.13,0.76,-0.24,0.24
3-Prediction-FF,bt,0.55,550 MS.,TRUE,0.6,0.05,1.09,0.09,-0.09
3-Prediction-FF,bt,0.55,550 MS.,FALSE,0.5,-0.05,0.92,-0.08,0.08
3-Prediction-FF,bt,0.55,550 MS.,FALSE,0.62,0.07,1.13,0.13,-0.13
3-Prediction-FF,bt,0.55,550 MS.,FALSE,0.66,0.11,1.21,0.21,-0.21
