condition,participant,wait_duration_before_circle,BINNING,is_valid,space_pressed_duration,space_RT,DIFFERENCE,RATIO,ABS ERROR,Avg.underest.(percentage),LOG_RT
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.27,1.15,-0.38,0.42,-0.58,0.58,0.14
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.26,1.34,-0.39,0.41,-0.59,0.59,0.3
1-Motor-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
1-Motor-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.23,1.04,-0.42,0.36,-0.64,0.64,0.04
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.22,0.84,-0.43,0.33,-0.67,0.67,-0.17
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.30,0.66,-0.35,0.47,-0.53,0.53,-0.41
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.29,0.31,-0.36,0.44,-0.56,0.56,-1.18
1-Motor-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.29,1.34,-0.36,0.44,-0.56,0.56,0.29
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.30,1.03,-0.35,0.46,-0.54,0.54,0.03
1-Motor-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.28,0.81,-0.37,0.43,-0.57,0.57,-0.21
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.24,0.60,-0.41,0.37,-0.63,0.63,-0.52
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.26,1.01,-0.39,0.41,-0.59,0.59,0.01
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.24,0.70,-0.41,0.37,-0.63,0.63,-0.36
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.24,0.56,-0.41,0.37,-0.63,0.63,-0.59
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.32,0.57,-0.33,0.49,-0.51,0.51,-0.56
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.31,0.40,-0.34,0.48,-0.52,0.52,-0.92
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.42,0.56,-0.23,0.64,-0.36,0.36,-0.59
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.29,1.34,-0.36,0.44,-0.56,0.56,0.29
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.12,0.59,-0.53,0.18,-0.82,0.82,-0.52
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.15,1.87,-0.5,0.23,-0.77,0.77,0.62
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.23,1.35,-0.42,0.36,-0.64,0.64,0.3
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.34,0.96,-0.31,0.53,-0.47,0.47,-0.04
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.26,1.49,-0.39,0.41,-0.59,0.59,0.4
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.27,0.71,-0.38,0.42,-0.58,0.58,-0.35
1-Motor-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.34,1.25,-0.31,0.52,-0.48,0.48,0.23
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.07,0.16,-0.58,0.11,-0.89,0.89,-1.86
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.26,1.02,-0.39,0.41,-0.59,0.59,0.02
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.31,0.61,-0.34,0.48,-0.52,0.52,-0.5
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.29,0.55,-0.36,0.44,-0.56,0.56,-0.59
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.27,0.49,-0.38,0.42,-0.58,0.58,-0.7
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.25,0.41,-0.4,0.38,-0.62,0.62,-0.9
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.20,0.82,-0.45,0.31,-0.69,0.69,-0.2
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.14,1.07,-0.51,0.21,-0.79,0.79,0.07
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.22,0.46,-0.43,0.33,-0.67,0.67,-0.78
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.26,0.62,-0.39,0.39,-0.61,0.61,-0.49
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.20,1.32,-0.45,0.31,-0.69,0.69,0.27
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.33,1.20,-0.32,0.5,-0.5,0.5,0.18
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.29,0.55,-0.36,0.44,-0.56,0.56,-0.61
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.31,1.45,-0.34,0.48,-0.52,0.52,0.37
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.27,0.68,-0.38,0.42,-0.58,0.58,-0.39
1-Motor-FF,BK2,0.65,650 MS.,FALSE,0.32,0.70,-0.33,0.49,-0.51,0.51,-0.35
1-Motor-FF,BK2,0.65,650 MS.,TRUE,0.37,0.54,-0.28,0.57,-0.43,0.43,-0.61
2-Control-FR,BK2,0.33,150-450 MS.,,0.26,0.56,-0.07,0.8,-0.2,0.2,-0.58
2-Control-FR,BK2,0.92,750-1150 MS.,,0.42,0.46,-0.49,0.46,-0.54,0.54,-0.77
2-Control-FR,BK2,0.73,450-750 MS.,,0.06,0.63,-0.67,0.09,-0.91,0.91,-0.46
2-Control-FR,BK2,0.71,450-750 MS.,,0.19,0.74,-0.52,0.27,-0.73,0.73,-0.3
2-Control-FR,BK2,0.2,150-450 MS.,,0.20,0.59,0,0.98,-0.02,0.02,-0.52
2-Control-FR,BK2,0.59,450-750 MS.,,0.23,0.57,-0.35,0.4,-0.6,0.6,-0.56
2-Control-FR,BK2,0.33,150-450 MS.,,0.22,0.50,-0.1,0.68,-0.32,0.32,-0.7
2-Control-FR,BK2,0.86,750-1150 MS.,,0.22,1.66,-0.63,0.26,-0.74,0.74,0.51
2-Control-FR,BK2,0.98,750-1150 MS.,,0.22,0.47,-0.75,0.23,-0.77,0.77,-0.76
2-Control-FR,BK2,0.18,150-450 MS.,,0.20,0.42,0.02,1.08,0.08,-0.08,-0.88
2-Control-FR,BK2,0.22,150-450 MS.,,0.21,0.50,-0.01,0.95,-0.05,0.05,-0.69
2-Control-FR,BK2,0.96,750-1150 MS.,,0.21,0.36,-0.75,0.22,-0.78,0.78,-1.03
2-Control-FR,BK2,0.73,450-750 MS.,,0.18,0.38,-0.54,0.25,-0.75,0.75,-0.95
2-Control-FR,BK2,0.71,450-750 MS.,,0.22,0.29,-0.48,0.32,-0.68,0.68,-1.25
2-Control-FR,BK2,0.87,750-1150 MS.,,0.22,0.27,-0.64,0.26,-0.74,0.74,-1.31
2-Control-FR,BK2,0.8,750-1150 MS.,,0.23,0.50,-0.57,0.29,-0.71,0.71,-0.7
2-Control-FR,BK2,1.04,750-1150 MS.,,0.23,0.45,-0.8,0.22,-0.78,0.78,-0.8
2-Control-FR,BK2,0.32,150-450 MS.,,0.25,0.62,-0.07,0.78,-0.22,0.22,-0.47
2-Control-FR,BK2,1.08,750-1150 MS.,,0.23,0.49,-0.85,0.21,-0.79,0.79,-0.72
2-Control-FR,BK2,0.51,450-750 MS.,,0.26,0.52,-0.25,0.5,-0.5,0.5,-0.65
2-Control-FR,BK2,0.37,150-450 MS.,,0.28,0.47,-0.09,0.75,-0.25,0.25,-0.75
2-Control-FR,BK2,1.06,750-1150 MS.,,,,,,,,
2-Control-FR,BK2,0.75,750-1150 MS.,,,,,,,,
2-Control-FR,BK2,0.42,150-450 MS.,,0.18,0.27,-0.24,0.42,-0.58,0.58,-1.29
2-Control-FR,BK2,0.18,150-450 MS.,,0.24,0.64,0.06,1.36,0.36,-0.36,-0.45
2-Control-FR,BK2,0.21,150-450 MS.,,0.27,0.51,0.06,1.29,0.29,-0.29,-0.67
2-Control-FR,BK2,0.41,150-450 MS.,,0.26,0.51,-0.15,0.64,-0.36,0.36,-0.67
2-Control-FR,BK2,0.86,750-1150 MS.,,0.26,0.43,-0.6,0.31,-0.69,0.69,-0.85
2-Control-FR,BK2,0.48,450-750 MS.,,0.14,0.50,-0.34,0.29,-0.71,0.71,-0.7
2-Control-FR,BK2,0.28,150-450 MS.,,0.10,1.59,-0.18,0.37,-0.63,0.63,0.46
2-Control-FR,BK2,0.35,150-450 MS.,,0.29,0.65,-0.06,0.83,-0.17,0.17,-0.43
2-Control-FR,BK2,1,750-1150 MS.,,0.28,0.36,-0.72,0.28,-0.72,0.72,-1.02
2-Control-FR,BK2,0.62,450-750 MS.,,,,,,,,
2-Control-FR,BK2,0.42,150-450 MS.,,0.28,1.52,-0.14,0.67,-0.33,0.33,0.42
2-Control-FR,BK2,0.89,750-1150 MS.,,0.35,0.56,-0.54,0.39,-0.61,0.61,-0.58
2-Control-FR,BK2,0.53,450-750 MS.,,0.23,0.50,-0.3,0.44,-0.56,0.56,-0.7
2-Control-FR,BK2,1.05,750-1150 MS.,,0.25,0.28,-0.8,0.24,-0.76,0.76,-1.26
2-Control-FR,BK2,0.18,150-450 MS.,,0.07,1.02,-0.11,0.4,-0.6,0.6,0.02
2-Control-FR,BK2,0.8,750-1150 MS.,,0.27,0.43,-0.53,0.34,-0.66,0.66,-0.85
2-Control-FR,BK2,1.11,750-1150 MS.,,0.30,0.69,-0.81,0.27,-0.73,0.73,-0.37
2-Control-FR,BK2,1.11,750-1150 MS.,,0.47,0.39,-0.63,0.43,-0.57,0.57,-0.94
2-Control-FR,BK2,0.82,750-1150 MS.,,0.08,0.45,-0.74,0.1,-0.9,0.9,-0.81
2-Control-FR,BK2,0.66,450-750 MS.,,0.19,1.45,-0.46,0.29,-0.71,0.71,0.37
2-Control-FR,BK2,0.46,450-750 MS.,,0.28,0.92,-0.18,0.61,-0.39,0.39,-0.08
2-Control-FR,BK2,0.52,450-750 MS.,,0.26,0.91,-0.27,0.49,-0.51,0.51,-0.09
2-Control-FR,BK2,0.46,450-750 MS.,,0.26,0.48,-0.2,0.58,-0.42,0.42,-0.74
2-Control-FR,BK2,0.98,750-1150 MS.,,0.30,0.24,-0.67,0.31,-0.69,0.69,-1.43
2-Control-FR,BK2,0.35,150-450 MS.,,0.30,0.47,-0.06,0.83,-0.17,0.17,-0.75
2-Control-FR,BK2,1.06,750-1150 MS.,,0.26,0.15,-0.8,0.24,-0.76,0.76,-1.92
2-Control-FR,BK2,1.11,750-1150 MS.,,0.22,0.46,-0.9,0.19,-0.81,0.81,-0.77
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.33,1.25,-0.32,0.5,-0.5,0.5,0.22
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.27,1.06,-0.38,0.42,-0.58,0.58,0.06
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.34,0.87,-0.31,0.53,-0.47,0.47,-0.14
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.36,0.53,-0.29,0.55,-0.45,0.45,-0.63
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.42,0.45,-0.23,0.65,-0.35,0.35,-0.79
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.43,0.85,-0.22,0.66,-0.34,0.34,-0.16
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,,,,,,,
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.56,1.46,-0.09,0.86,-0.14,0.14,0.38
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.42,0.33,-0.23,0.65,-0.35,0.35,-1.09
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.45,0.19,-0.2,0.69,-0.31,0.31,-1.68
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.50,1.07,-0.15,0.78,-0.22,0.22,0.07
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.51,0.61,-0.14,0.79,-0.21,0.21,-0.49
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.49,0.28,-0.16,0.75,-0.25,0.25,-1.29
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.45,0.43,-0.2,0.69,-0.31,0.31,-0.84
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.55,0.40,-0.1,0.85,-0.15,0.15,-0.91
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.63,0.64,-0.02,0.97,-0.03,0.03,-0.44
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.62,0.62,-0.03,0.95,-0.05,0.05,-0.48
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.22,1.70,-0.43,0.33,-0.67,0.67,0.53
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.33,1.30,-0.32,0.5,-0.5,0.5,0.26
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.59,1.63,-0.06,0.91,-0.09,0.09,0.49
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.22,0.70,-0.43,0.33,-0.67,0.67,-0.35
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.37,0.85,-0.28,0.57,-0.43,0.43,-0.17
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.44,0.63,-0.21,0.68,-0.32,0.32,-0.46
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.34,1.23,-0.31,0.53,-0.47,0.47,0.21
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.49,1.89,-0.16,0.75,-0.25,0.25,0.63
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.40,0.84,-0.25,0.62,-0.38,0.38,-0.18
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.47,0.86,-0.18,0.73,-0.27,0.27,-0.15
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.42,0.60,-0.23,0.65,-0.35,0.35,-0.51
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.53,0.43,-0.12,0.81,-0.19,0.19,-0.83
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.61,0.43,-0.04,0.94,-0.06,0.06,-0.84
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.54,0.33,-0.11,0.82,-0.18,0.18,-1.1
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.53,0.45,-0.12,0.81,-0.19,0.19,-0.79
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.59,1.01,-0.06,0.91,-0.09,0.09,0.01
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.41,0.46,-0.24,0.63,-0.37,0.37,-0.79
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.41,0.52,-0.24,0.63,-0.37,0.37,-0.65
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,,,,,,,
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.49,0.55,-0.16,0.75,-0.25,0.25,-0.6
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.47,0.71,-0.18,0.73,-0.27,0.27,-0.35
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.60,0.49,-0.05,0.92,-0.08,0.08,-0.72
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,,,,,,,
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.26,1.05,-0.39,0.39,-0.61,0.61,0.05
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.35,0.96,-0.3,0.54,-0.46,0.46,-0.04
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.39,0.64,-0.26,0.6,-0.4,0.4,-0.44
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.40,0.70,-0.25,0.62,-0.38,0.38,-0.35
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.46,0.67,-0.19,0.7,-0.3,0.3,-0.4
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.38,0.57,-0.27,0.59,-0.41,0.41,-0.57
3-Prediction-FF,BK2,0.65,650 MS.,FALSE,0.45,0.64,-0.2,0.69,-0.31,0.31,-0.45
3-Prediction-FF,BK2,0.65,650 MS.,TRUE,0.50,0.72,-0.15,0.76,-0.24,0.24,-0.33
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.25,0.21,-0.4,0.38,-0.62,0.62,-1.54
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.25,1.02,-0.4,0.38,-0.62,0.62,0.02
4-Motor-RF,BK2,0.65,650 MS.,FALSE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.11,1.57,-0.54,0.17,-0.83,0.83,0.45
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.26,0.36,-0.39,0.39,-0.61,0.61,-1.01
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.32,0.80,-0.33,0.49,-0.51,0.51,-0.22
4-Motor-RF,BK2,0.65,650 MS.,FALSE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.42,0.56,-0.23,0.65,-0.35,0.35,-0.57
4-Motor-RF,BK2,0.65,650 MS.,TRUE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.28,1.40,-0.37,0.43,-0.57,0.57,0.34
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.34,0.56,-0.31,0.52,-0.48,0.48,-0.59
4-Motor-RF,BK2,0.65,650 MS.,TRUE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,FALSE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.25,0.31,-0.4,0.38,-0.62,0.62,-1.17
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.36,1.04,-0.29,0.55,-0.45,0.45,0.04
4-Motor-RF,BK2,0.65,650 MS.,TRUE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,FALSE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,FALSE,,,,,,,
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.19,1.89,-0.46,0.3,-0.7,0.7,0.64
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.26,0.36,-0.39,0.41,-0.59,0.59,-1.02
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.26,1.69,-0.39,0.41,-0.59,0.59,0.52
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.36,0.84,-0.29,0.55,-0.45,0.45,-0.18
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.29,1.09,-0.36,0.44,-0.56,0.56,0.09
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.15,1.95,-0.5,0.23,-0.77,0.77,0.67
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.33,0.39,-0.32,0.5,-0.5,0.5,-0.95
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.31,1.89,-0.34,0.48,-0.52,0.52,0.64
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.26,0.53,-0.39,0.41,-0.59,0.59,-0.63
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.28,0.45,-0.37,0.43,-0.57,0.57,-0.8
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.57,0.94,-0.08,0.87,-0.13,0.13,-0.07
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.29,0.53,-0.36,0.44,-0.56,0.56,-0.64
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.29,0.74,-0.36,0.44,-0.56,0.56,-0.31
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.35,0.58,-0.3,0.54,-0.46,0.46,-0.55
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.38,0.56,-0.27,0.59,-0.41,0.41,-0.59
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.29,0.34,-0.36,0.44,-0.56,0.56,-1.08
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.34,0.28,-0.31,0.52,-0.48,0.48,-1.26
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.29,0.91,-0.36,0.44,-0.56,0.56,-0.1
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.31,0.55,-0.34,0.48,-0.52,0.52,-0.6
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.26,0.46,-0.39,0.41,-0.59,0.59,-0.78
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.29,1.83,-0.36,0.44,-0.56,0.56,0.6
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.31,0.44,-0.34,0.48,-0.52,0.52,-0.82
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.27,0.11,-0.38,0.42,-0.58,0.58,-2.2
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.26,0.17,-0.39,0.39,-0.61,0.61,-1.76
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.22,0.65,-0.43,0.33,-0.67,0.67,-0.42
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.29,0.14,-0.36,0.44,-0.56,0.56,-1.99
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.24,0.35,-0.41,0.37,-0.63,0.63,-1.04
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.26,0.22,-0.39,0.39,-0.61,0.61,-1.54
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.26,0.10,-0.39,0.39,-0.61,0.61,-2.3
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.14,0.12,-0.51,0.21,-0.79,0.79,-2.09
4-Motor-RF,BK2,0.65,650 MS.,TRUE,0.22,0.18,-0.43,0.34,-0.66,0.66,-1.71
4-Motor-RF,BK2,0.65,650 MS.,FALSE,0.29,0.31,-0.36,0.44,-0.56,0.56,-1.18
5-Control-RF,BK2,0.65,650 MS.,,0.31,0.57,-0.34,0.48,-0.52,0.52,-0.57
5-Control-RF,BK2,0.65,650 MS.,,0.35,0.53,-0.3,0.54,-0.46,0.46,-0.63
5-Control-RF,BK2,0.65,650 MS.,,0.33,0.47,-0.32,0.5,-0.5,0.5,-0.76
5-Control-RF,BK2,0.65,650 MS.,,0.32,0.20,-0.33,0.49,-0.51,0.51,-1.62
5-Control-RF,BK2,0.65,650 MS.,,0.30,0.42,-0.35,0.47,-0.53,0.53,-0.86
5-Control-RF,BK2,0.65,650 MS.,,0.23,0.24,-0.42,0.36,-0.64,0.64,-1.45
5-Control-RF,BK2,0.65,650 MS.,,0.30,0.37,-0.35,0.46,-0.54,0.54,-1
5-Control-RF,BK2,0.65,650 MS.,,0.38,0.20,-0.27,0.58,-0.42,0.42,-1.59
5-Control-RF,BK2,0.65,650 MS.,,0.36,0.39,-0.29,0.55,-0.45,0.45,-0.94
5-Control-RF,BK2,0.65,650 MS.,,0.33,0.42,-0.32,0.5,-0.5,0.5,-0.88
5-Control-RF,BK2,0.65,650 MS.,,0.39,0.39,-0.26,0.6,-0.4,0.4,-0.95
5-Control-RF,BK2,0.65,650 MS.,,0.32,0.31,-0.33,0.49,-0.51,0.51,-1.16
5-Control-RF,BK2,0.65,650 MS.,,0.35,0.63,-0.3,0.54,-0.46,0.46,-0.46
5-Control-RF,BK2,0.65,650 MS.,,0.39,0.48,-0.26,0.6,-0.4,0.4,-0.73
5-Control-RF,BK2,0.65,650 MS.,,0.34,0.31,-0.31,0.52,-0.48,0.48,-1.16
5-Control-RF,BK2,0.65,650 MS.,,0.09,1.37,-0.56,0.14,-0.86,0.86,0.31
5-Control-RF,BK2,0.65,650 MS.,,0.32,0.97,-0.33,0.49,-0.51,0.51,-0.03
5-Control-RF,BK2,0.65,650 MS.,,0.22,1.10,-0.43,0.33,-0.67,0.67,0.09
5-Control-RF,BK2,0.65,650 MS.,,0.30,0.46,-0.35,0.47,-0.53,0.53,-0.79
5-Control-RF,BK2,0.65,650 MS.,,0.28,0.39,-0.37,0.43,-0.57,0.57,-0.93
5-Control-RF,BK2,0.65,650 MS.,,0.30,0.73,-0.35,0.46,-0.54,0.54,-0.32
5-Control-RF,BK2,0.65,650 MS.,,0.35,0.43,-0.3,0.54,-0.46,0.46,-0.85
5-Control-RF,BK2,0.65,650 MS.,,0.27,0.52,-0.38,0.42,-0.58,0.58,-0.65
5-Control-RF,BK2,0.65,650 MS.,,0.25,0.24,-0.4,0.38,-0.62,0.62,-1.42
5-Control-RF,BK2,0.65,650 MS.,,0.21,0.58,-0.44,0.32,-0.68,0.68,-0.55
5-Control-RF,BK2,0.65,650 MS.,,0.07,0.28,-0.58,0.11,-0.89,0.89,-1.26
5-Control-RF,BK2,0.65,650 MS.,,0.27,0.38,-0.38,0.42,-0.58,0.58,-0.96
5-Control-RF,BK2,0.65,650 MS.,,0.35,0.32,-0.3,0.54,-0.46,0.46,-1.13
5-Control-RF,BK2,0.65,650 MS.,,0.28,0.33,-0.37,0.43,-0.57,0.57,-1.1
5-Control-RF,BK2,0.65,650 MS.,,0.20,0.21,-0.45,0.31,-0.69,0.69,-1.55
5-Control-RF,BK2,0.65,650 MS.,,0.14,0.77,-0.51,0.22,-0.78,0.78,-0.26
5-Control-RF,BK2,0.65,650 MS.,,0.30,1.97,-0.35,0.47,-0.53,0.53,0.68
5-Control-RF,BK2,0.65,650 MS.,,0.32,0.43,-0.33,0.49,-0.51,0.51,-0.84
5-Control-RF,BK2,0.65,650 MS.,,0.30,0.94,-0.35,0.47,-0.53,0.53,-0.06
5-Control-RF,BK2,0.65,650 MS.,,0.22,0.42,-0.43,0.34,-0.66,0.66,-0.87
5-Control-RF,BK2,0.65,650 MS.,,0.16,0.52,-0.49,0.25,-0.75,0.75,-0.66
5-Control-RF,BK2,0.65,650 MS.,,0.27,0.51,-0.38,0.42,-0.58,0.58,-0.67
5-Control-RF,BK2,0.65,650 MS.,,0.26,0.64,-0.39,0.39,-0.61,0.61,-0.45
5-Control-RF,BK2,0.65,650 MS.,,0.30,0.53,-0.35,0.46,-0.54,0.54,-0.63
5-Control-RF,BK2,0.65,650 MS.,,0.27,0.61,-0.38,0.42,-0.58,0.58,-0.49
5-Control-RF,BK2,0.65,650 MS.,,0.27,0.50,-0.38,0.42,-0.58,0.58,-0.7
5-Control-RF,BK2,0.65,650 MS.,,0.25,0.19,-0.4,0.38,-0.62,0.62,-1.64
5-Control-RF,BK2,0.65,650 MS.,,0.26,0.12,-0.39,0.41,-0.59,0.59,-2.15
5-Control-RF,BK2,0.65,650 MS.,,0.23,0.14,-0.42,0.36,-0.64,0.64,-1.95
5-Control-RF,BK2,0.65,650 MS.,,,,,,,,
5-Control-RF,BK2,0.65,650 MS.,,0.22,0.17,-0.43,0.33,-0.67,0.67,-1.76
5-Control-RF,BK2,0.65,650 MS.,,0.20,0.20,-0.45,0.31,-0.69,0.69,-1.63
5-Control-RF,BK2,0.65,650 MS.,,0.07,0.25,-0.58,0.11,-0.89,0.89,-1.38
5-Control-RF,BK2,0.65,650 MS.,,0.24,0.19,-0.41,0.37,-0.63,0.63,-1.68
5-Control-RF,BK2,0.65,650 MS.,,0.22,0.49,-0.43,0.34,-0.66,0.66,-0.72
6-Prediction-RF,BK2,0.65,650 MS.,FALSE,0.18,1.35,-0.47,0.27,-0.73,0.73,0.3
6-Prediction-RF,BK2,0.65,650 MS.,TRUE,0.22,1.46,-0.43,0.34,-0.66,0.66,0.38
6-Prediction-RF,BK2,0.65,650 MS.,FALSE,0.58,0.51,-0.07,0.9,-0.1,0.1,-0.67
6-Prediction-RF,BK2,0.65,650 MS.,TRUE,0.07,0.64,-0.58,0.11,-0.89,0.89,-0.44
6-Prediction-RF,BK2,0.65,650 MS.,TRUE,0.27,0.33,-0.38,0.42,-0.58,0.58,-1.11
